FIPS,State,County,Variable_Code,Value
8111, CO,San Juan County,2010_Census_Population,699
8111, CO,San Juan County,Population_Estimate_2011,690
8111, CO,San Juan County,Population_Estimate_2012,692
8111, CO,San Juan County,Population_Estimate_2013,691
8111, CO,San Juan County,Population_Estimate_2014,711
8111, CO,San Juan County,Population_Estimate_2015,688
8111, CO,San Juan County,Population_Estimate_2016,689
8111, CO,San Juan County,Population_Estimate_2017,711
8111, CO,San Juan County,Population_Estimate_2018,762
8113, CO,San Miguel County,2010_Census_Population,7359
8113, CO,San Miguel County,Population_Estimate_2011,7486
8113, CO,San Miguel County,Population_Estimate_2012,7581
8113, CO,San Miguel County,Population_Estimate_2013,7622
8113, CO,San Miguel County,Population_Estimate_2014,7740
8113, CO,San Miguel County,Population_Estimate_2015,7840
8113, CO,San Miguel County,Population_Estimate_2016,8023
8113, CO,San Miguel County,Population_Estimate_2017,8047
8113, CO,San Miguel County,Population_Estimate_2018,8191
8115, CO,Sedgwick County,2010_Census_Population,2379
8115, CO,Sedgwick County,Population_Estimate_2011,2371
8115, CO,Sedgwick County,Population_Estimate_2012,2377
8115, CO,Sedgwick County,Population_Estimate_2013,2339
8115, CO,Sedgwick County,Population_Estimate_2014,2333
8115, CO,Sedgwick County,Population_Estimate_2015,2375
8115, CO,Sedgwick County,Population_Estimate_2016,2405
8115, CO,Sedgwick County,Population_Estimate_2017,2334
8115, CO,Sedgwick County,Population_Estimate_2018,2303
8117, CO,Summit County,2010_Census_Population,27994
8117, CO,Summit County,Population_Estimate_2011,28046
8117, CO,Summit County,Population_Estimate_2012,28307
8117, CO,Summit County,Population_Estimate_2013,28738
8117, CO,Summit County,Population_Estimate_2014,29330
8117, CO,Summit County,Population_Estimate_2015,30126
8117, CO,Summit County,Population_Estimate_2016,30676
8117, CO,Summit County,Population_Estimate_2017,31004
8117, CO,Summit County,Population_Estimate_2018,31007
8119, CO,Teller County,2010_Census_Population,23350
8119, CO,Teller County,Population_Estimate_2011,23366
8119, CO,Teller County,Population_Estimate_2012,23442
8119, CO,Teller County,Population_Estimate_2013,23354
8119, CO,Teller County,Population_Estimate_2014,23430
8119, CO,Teller County,Population_Estimate_2015,23377
8119, CO,Teller County,Population_Estimate_2016,24036
8119, CO,Teller County,Population_Estimate_2017,24638
8119, CO,Teller County,Population_Estimate_2018,25083
8121, CO,Washington County,2010_Census_Population,4814
8121, CO,Washington County,Population_Estimate_2011,4762
8121, CO,Washington County,Population_Estimate_2012,4700
8121, CO,Washington County,Population_Estimate_2013,4742
8121, CO,Washington County,Population_Estimate_2014,4732
8121, CO,Washington County,Population_Estimate_2015,4786
8121, CO,Washington County,Population_Estimate_2016,4836
8121, CO,Washington County,Population_Estimate_2017,4936
8121, CO,Washington County,Population_Estimate_2018,4909
8123, CO,Weld County,2010_Census_Population,252825
8123, CO,Weld County,Population_Estimate_2011,258783
8123, CO,Weld County,Population_Estimate_2012,264058
8123, CO,Weld County,Population_Estimate_2013,270126
8123, CO,Weld County,Population_Estimate_2014,276037
8123, CO,Weld County,Population_Estimate_2015,285033
8123, CO,Weld County,Population_Estimate_2016,294965
8123, CO,Weld County,Population_Estimate_2017,305274
8123, CO,Weld County,Population_Estimate_2018,314305
8125, CO,Yuma County,2010_Census_Population,10043
8125, CO,Yuma County,Population_Estimate_2011,10134
8125, CO,Yuma County,Population_Estimate_2012,10103
8125, CO,Yuma County,Population_Estimate_2013,10135
8125, CO,Yuma County,Population_Estimate_2014,10182
8125, CO,Yuma County,Population_Estimate_2015,10050
8125, CO,Yuma County,Population_Estimate_2016,10080
8125, CO,Yuma County,Population_Estimate_2017,10015
8125, CO,Yuma County,Population_Estimate_2018,10020
9001, CT,Fairfield County,2010_Census_Population,916829
9001, CT,Fairfield County,Population_Estimate_2011,927897
9001, CT,Fairfield County,Population_Estimate_2012,935097
9001, CT,Fairfield County,Population_Estimate_2013,939991
9001, CT,Fairfield County,Population_Estimate_2014,944355
9001, CT,Fairfield County,Population_Estimate_2015,945301
9001, CT,Fairfield County,Population_Estimate_2016,944802
9001, CT,Fairfield County,Population_Estimate_2017,943457
9001, CT,Fairfield County,Population_Estimate_2018,943823
9003, CT,Hartford County,2010_Census_Population,894014
9003, CT,Hartford County,Population_Estimate_2011,896776
9003, CT,Hartford County,Population_Estimate_2012,897694
9003, CT,Hartford County,Population_Estimate_2013,897724
9003, CT,Hartford County,Population_Estimate_2014,897493
9003, CT,Hartford County,Population_Estimate_2015,896358
9003, CT,Hartford County,Population_Estimate_2016,894170
9003, CT,Hartford County,Population_Estimate_2017,892931
9003, CT,Hartford County,Population_Estimate_2018,892697
9005, CT,Litchfield County,2010_Census_Population,189927
9005, CT,Litchfield County,Population_Estimate_2011,189002
9005, CT,Litchfield County,Population_Estimate_2012,187609
9005, CT,Litchfield County,Population_Estimate_2013,186886
9005, CT,Litchfield County,Population_Estimate_2014,185398
9005, CT,Litchfield County,Population_Estimate_2015,184133
9005, CT,Litchfield County,Population_Estimate_2016,182801
9005, CT,Litchfield County,Population_Estimate_2017,181710
9005, CT,Litchfield County,Population_Estimate_2018,181111
9007, CT,Middlesex County,2010_Census_Population,165676
9007, CT,Middlesex County,Population_Estimate_2011,166176
9007, CT,Middlesex County,Population_Estimate_2012,165441
9007, CT,Middlesex County,Population_Estimate_2013,165156
9007, CT,Middlesex County,Population_Estimate_2014,164597
9007, CT,Middlesex County,Population_Estimate_2015,163555
9007, CT,Middlesex County,Population_Estimate_2016,163152
9007, CT,Middlesex County,Population_Estimate_2017,162855
9007, CT,Middlesex County,Population_Estimate_2018,162682
9009, CT,New Haven County,2010_Census_Population,862477
9009, CT,New Haven County,Population_Estimate_2011,863827
9009, CT,New Haven County,Population_Estimate_2012,864589
9009, CT,New Haven County,Population_Estimate_2013,862889
9009, CT,New Haven County,Population_Estimate_2014,862996
9009, CT,New Haven County,Population_Estimate_2015,860292
9009, CT,New Haven County,Population_Estimate_2016,857991
9009, CT,New Haven County,Population_Estimate_2017,857794
9009, CT,New Haven County,Population_Estimate_2018,857620
9011, CT,New London County,2010_Census_Population,274055
9011, CT,New London County,Population_Estimate_2011,273013
9011, CT,New London County,Population_Estimate_2012,274085
9011, CT,New London County,Population_Estimate_2013,272981
9011, CT,New London County,Population_Estimate_2014,271465
9011, CT,New London County,Population_Estimate_2015,269717
9011, CT,New London County,Population_Estimate_2016,268612
9011, CT,New London County,Population_Estimate_2017,267826
9011, CT,New London County,Population_Estimate_2018,266784
9013, CT,Tolland County,2010_Census_Population,152691
9013, CT,Tolland County,Population_Estimate_2011,153027
9013, CT,Tolland County,Population_Estimate_2012,151963
9013, CT,Tolland County,Population_Estimate_2013,151783
9013, CT,Tolland County,Population_Estimate_2014,151710
9013, CT,Tolland County,Population_Estimate_2015,151685
9013, CT,Tolland County,Population_Estimate_2016,151094
9013, CT,Tolland County,Population_Estimate_2017,150933
9013, CT,Tolland County,Population_Estimate_2018,150921
9015, CT,Windham County,2010_Census_Population,118428
9015, CT,Windham County,Population_Estimate_2011,118305
9015, CT,Windham County,Population_Estimate_2012,117917
9015, CT,Windham County,Population_Estimate_2013,117505
9015, CT,Windham County,Population_Estimate_2014,116769
9015, CT,Windham County,Population_Estimate_2015,116468
9015, CT,Windham County,Population_Estimate_2016,116052
9015, CT,Windham County,Population_Estimate_2017,116374
9015, CT,Windham County,Population_Estimate_2018,117027
10001, DE,Kent County,2010_Census_Population,162310
10001, DE,Kent County,Population_Estimate_2011,165097
10001, DE,Kent County,Population_Estimate_2012,167288
10001, DE,Kent County,Population_Estimate_2013,169029
10001, DE,Kent County,Population_Estimate_2014,171458
10001, DE,Kent County,Population_Estimate_2015,173129
10001, DE,Kent County,Population_Estimate_2016,174528
10001, DE,Kent County,Population_Estimate_2017,176445
10001, DE,Kent County,Population_Estimate_2018,178550
10003, DE,New Castle County,2010_Census_Population,538479
10003, DE,New Castle County,Population_Estimate_2011,541866
10003, DE,New Castle County,Population_Estimate_2012,544861
10003, DE,New Castle County,Population_Estimate_2013,548383
10003, DE,New Castle County,Population_Estimate_2014,550851
10003, DE,New Castle County,Population_Estimate_2015,553658
10003, DE,New Castle County,Population_Estimate_2016,555403
10003, DE,New Castle County,Population_Estimate_2017,556419
10003, DE,New Castle County,Population_Estimate_2018,559335
10005, DE,Sussex County,2010_Census_Population,197145
10005, DE,Sussex County,Population_Estimate_2011,200353
10005, DE,Sussex County,Population_Estimate_2012,203039
10005, DE,Sussex County,Population_Estimate_2013,206226
10005, DE,Sussex County,Population_Estimate_2014,210287
10005, DE,Sussex County,Population_Estimate_2015,214626
10005, DE,Sussex County,Population_Estimate_2016,219285
10005, DE,Sussex County,Population_Estimate_2017,224214
10005, DE,Sussex County,Population_Estimate_2018,229286
11001, DC,District of Columbia,2010_Census_Population,601723
11001, DC,District of Columbia,Population_Estimate_2011,619602
11001, DC,District of Columbia,Population_Estimate_2012,634725
11001, DC,District of Columbia,Population_Estimate_2013,650431
11001, DC,District of Columbia,Population_Estimate_2014,662513
11001, DC,District of Columbia,Population_Estimate_2015,675254
11001, DC,District of Columbia,Population_Estimate_2016,686575
11001, DC,District of Columbia,Population_Estimate_2017,695691
11001, DC,District of Columbia,Population_Estimate_2018,702455
12001, FL,Alachua County,2010_Census_Population,247336
12001, FL,Alachua County,Population_Estimate_2011,249806
12001, FL,Alachua County,Population_Estimate_2012,251513
12001, FL,Alachua County,Population_Estimate_2013,252498
12001, FL,Alachua County,Population_Estimate_2014,255499
12001, FL,Alachua County,Population_Estimate_2015,259177
12001, FL,Alachua County,Population_Estimate_2016,264287
12001, FL,Alachua County,Population_Estimate_2017,266820
12001, FL,Alachua County,Population_Estimate_2018,269956
12003, FL,Baker County,2010_Census_Population,27115
12003, FL,Baker County,Population_Estimate_2011,27043
12003, FL,Baker County,Population_Estimate_2012,27047
12003, FL,Baker County,Population_Estimate_2013,27001
12003, FL,Baker County,Population_Estimate_2014,27118
12003, FL,Baker County,Population_Estimate_2015,27351
12003, FL,Baker County,Population_Estimate_2016,27872
12003, FL,Baker County,Population_Estimate_2017,28230
12003, FL,Baker County,Population_Estimate_2018,28355
12005, FL,Bay County,2010_Census_Population,168852
12005, FL,Bay County,Population_Estimate_2011,169541
12005, FL,Bay County,Population_Estimate_2012,171749
12005, FL,Bay County,Population_Estimate_2013,174606
12005, FL,Bay County,Population_Estimate_2014,178305
12005, FL,Bay County,Population_Estimate_2015,181387
12005, FL,Bay County,Population_Estimate_2016,183384
12005, FL,Bay County,Population_Estimate_2017,184046
12005, FL,Bay County,Population_Estimate_2018,185287
12007, FL,Bradford County,2010_Census_Population,28520
12007, FL,Bradford County,Population_Estimate_2011,28432
12007, FL,Bradford County,Population_Estimate_2012,27049
12007, FL,Bradford County,Population_Estimate_2013,26803
12007, FL,Bradford County,Population_Estimate_2014,26553
12007, FL,Bradford County,Population_Estimate_2015,26743
12007, FL,Bradford County,Population_Estimate_2016,26736
12007, FL,Bradford County,Population_Estimate_2017,27133
12007, FL,Bradford County,Population_Estimate_2018,27732
12009, FL,Brevard County,2010_Census_Population,543376
12009, FL,Brevard County,Population_Estimate_2011,544319
12009, FL,Brevard County,Population_Estimate_2012,546978
12009, FL,Brevard County,Population_Estimate_2013,550290
12009, FL,Brevard County,Population_Estimate_2014,555598
12009, FL,Brevard County,Population_Estimate_2015,565992
12009, FL,Brevard County,Population_Estimate_2016,577338
12009, FL,Brevard County,Population_Estimate_2017,588265
12009, FL,Brevard County,Population_Estimate_2018,596849
12011, FL,Broward County,2010_Census_Population,1748066
12011, FL,Broward County,Population_Estimate_2011,1786955
12011, FL,Broward County,Population_Estimate_2012,1814489
12011, FL,Broward County,Population_Estimate_2013,1837055
12011, FL,Broward County,Population_Estimate_2014,1861602
12011, FL,Broward County,Population_Estimate_2015,1885443
12011, FL,Broward County,Population_Estimate_2016,1912977
12011, FL,Broward County,Population_Estimate_2017,1934471
12011, FL,Broward County,Population_Estimate_2018,1951260
12013, FL,Calhoun County,2010_Census_Population,14625
12013, FL,Calhoun County,Population_Estimate_2011,14715
12013, FL,Calhoun County,Population_Estimate_2012,14663
12013, FL,Calhoun County,Population_Estimate_2013,14577
12013, FL,Calhoun County,Population_Estimate_2014,14451
12013, FL,Calhoun County,Population_Estimate_2015,14411
12013, FL,Calhoun County,Population_Estimate_2016,14334
12013, FL,Calhoun County,Population_Estimate_2017,14437
12013, FL,Calhoun County,Population_Estimate_2018,14587
12015, FL,Charlotte County,2010_Census_Population,159978
12015, FL,Charlotte County,Population_Estimate_2011,159851
12015, FL,Charlotte County,Population_Estimate_2012,162749
12015, FL,Charlotte County,Population_Estimate_2013,164694
12015, FL,Charlotte County,Population_Estimate_2014,168075
12015, FL,Charlotte County,Population_Estimate_2015,172437
12015, FL,Charlotte County,Population_Estimate_2016,177722
12015, FL,Charlotte County,Population_Estimate_2017,181537
12015, FL,Charlotte County,Population_Estimate_2018,184998
12017, FL,Citrus County,2010_Census_Population,141236
12017, FL,Citrus County,Population_Estimate_2011,139756
12017, FL,Citrus County,Population_Estimate_2012,139175
12017, FL,Citrus County,Population_Estimate_2013,138830
12017, FL,Citrus County,Population_Estimate_2014,138833
12017, FL,Citrus County,Population_Estimate_2015,140311
12017, FL,Citrus County,Population_Estimate_2016,142850
12017, FL,Citrus County,Population_Estimate_2017,145512
12017, FL,Citrus County,Population_Estimate_2018,147929
12019, FL,Clay County,2010_Census_Population,190865
12019, FL,Clay County,Population_Estimate_2011,192278
12019, FL,Clay County,Population_Estimate_2012,193836
12019, FL,Clay County,Population_Estimate_2013,195645
12019, FL,Clay County,Population_Estimate_2014,198572
12019, FL,Clay County,Population_Estimate_2015,202386
12019, FL,Clay County,Population_Estimate_2016,207247
12019, FL,Clay County,Population_Estimate_2017,212177
12019, FL,Clay County,Population_Estimate_2018,216072
12021, FL,Collier County,2010_Census_Population,321520
12021, FL,Collier County,Population_Estimate_2011,327632
12021, FL,Collier County,Population_Estimate_2012,332277
12021, FL,Collier County,Population_Estimate_2013,339065
12021, FL,Collier County,Population_Estimate_2014,347326
12021, FL,Collier County,Population_Estimate_2015,356107
12021, FL,Collier County,Population_Estimate_2016,365345
12021, FL,Collier County,Population_Estimate_2017,372345
12021, FL,Collier County,Population_Estimate_2018,378488
12023, FL,Columbia County,2010_Census_Population,67531
12023, FL,Columbia County,Population_Estimate_2011,67309
12023, FL,Columbia County,Population_Estimate_2012,67879
12023, FL,Columbia County,Population_Estimate_2013,67415
12023, FL,Columbia County,Population_Estimate_2014,67784
12023, FL,Columbia County,Population_Estimate_2015,68197
12023, FL,Columbia County,Population_Estimate_2016,69217
12023, FL,Columbia County,Population_Estimate_2017,69825
12023, FL,Columbia County,Population_Estimate_2018,70503
12027, FL,DeSoto County,2010_Census_Population,34862
12027, FL,DeSoto County,Population_Estimate_2011,34841
12027, FL,DeSoto County,Population_Estimate_2012,35006
12027, FL,DeSoto County,Population_Estimate_2013,34905
12027, FL,DeSoto County,Population_Estimate_2014,35344
12027, FL,DeSoto County,Population_Estimate_2015,35650
12027, FL,DeSoto County,Population_Estimate_2016,36261
12027, FL,DeSoto County,Population_Estimate_2017,37252
12027, FL,DeSoto County,Population_Estimate_2018,37489
12029, FL,Dixie County,2010_Census_Population,16422
12029, FL,Dixie County,Population_Estimate_2011,16405
12029, FL,Dixie County,Population_Estimate_2012,16154
12029, FL,Dixie County,Population_Estimate_2013,16083
12029, FL,Dixie County,Population_Estimate_2014,16038
12029, FL,Dixie County,Population_Estimate_2015,16352
12029, FL,Dixie County,Population_Estimate_2016,16461
12029, FL,Dixie County,Population_Estimate_2017,16636
12029, FL,Dixie County,Population_Estimate_2018,16700
12031, FL,Duval County,2010_Census_Population,864263
12031, FL,Duval County,Population_Estimate_2011,872297
12031, FL,Duval County,Population_Estimate_2012,880095
12031, FL,Duval County,Population_Estimate_2013,885975
12031, FL,Duval County,Population_Estimate_2014,896743
12031, FL,Duval County,Population_Estimate_2015,910584
12031, FL,Duval County,Population_Estimate_2016,925996
12031, FL,Duval County,Population_Estimate_2017,937642
12031, FL,Duval County,Population_Estimate_2018,950181
12033, FL,Escambia County,2010_Census_Population,297619
12033, FL,Escambia County,Population_Estimate_2011,299357
12033, FL,Escambia County,Population_Estimate_2012,303397
12033, FL,Escambia County,Population_Estimate_2013,306677
12033, FL,Escambia County,Population_Estimate_2014,307951
12033, FL,Escambia County,Population_Estimate_2015,309332
12033, FL,Escambia County,Population_Estimate_2016,311537
12033, FL,Escambia County,Population_Estimate_2017,313258
12033, FL,Escambia County,Population_Estimate_2018,315534
12035, FL,Flagler County,2010_Census_Population,95696
12035, FL,Flagler County,Population_Estimate_2011,97465
12035, FL,Flagler County,Population_Estimate_2012,98447
12035, FL,Flagler County,Population_Estimate_2013,99816
12035, FL,Flagler County,Population_Estimate_2014,101922
12035, FL,Flagler County,Population_Estimate_2015,104420
12035, FL,Flagler County,Population_Estimate_2016,107351
12035, FL,Flagler County,Population_Estimate_2017,109937
12035, FL,Flagler County,Population_Estimate_2018,112067
12037, FL,Franklin County,2010_Census_Population,11549
12037, FL,Franklin County,Population_Estimate_2011,11469
12037, FL,Franklin County,Population_Estimate_2012,11608
12037, FL,Franklin County,Population_Estimate_2013,11521
12037, FL,Franklin County,Population_Estimate_2014,11658
12037, FL,Franklin County,Population_Estimate_2015,11706
12037, FL,Franklin County,Population_Estimate_2016,11830
12037, FL,Franklin County,Population_Estimate_2017,11752
12037, FL,Franklin County,Population_Estimate_2018,11736
12039, FL,Gadsden County,2010_Census_Population,46389
12039, FL,Gadsden County,Population_Estimate_2011,47366
12039, FL,Gadsden County,Population_Estimate_2012,46581
12039, FL,Gadsden County,Population_Estimate_2013,46090
12039, FL,Gadsden County,Population_Estimate_2014,46119
12039, FL,Gadsden County,Population_Estimate_2015,46051
12039, FL,Gadsden County,Population_Estimate_2016,46051
12039, FL,Gadsden County,Population_Estimate_2017,45972
12039, FL,Gadsden County,Population_Estimate_2018,45894
12041, FL,Gilchrist County,2010_Census_Population,16939
12041, FL,Gilchrist County,Population_Estimate_2011,16990
12041, FL,Gilchrist County,Population_Estimate_2012,16892
12041, FL,Gilchrist County,Population_Estimate_2013,16953
12041, FL,Gilchrist County,Population_Estimate_2014,16987
12041, FL,Gilchrist County,Population_Estimate_2015,17369
12041, FL,Gilchrist County,Population_Estimate_2016,17598
12041, FL,Gilchrist County,Population_Estimate_2017,17865
12041, FL,Gilchrist County,Population_Estimate_2018,18256
12043, FL,Glades County,2010_Census_Population,12884
12043, FL,Glades County,Population_Estimate_2011,12836
12043, FL,Glades County,Population_Estimate_2012,12670
12043, FL,Glades County,Population_Estimate_2013,12672
12043, FL,Glades County,Population_Estimate_2014,12952
12043, FL,Glades County,Population_Estimate_2015,13111
12043, FL,Glades County,Population_Estimate_2016,13420
12043, FL,Glades County,Population_Estimate_2017,13608
12043, FL,Glades County,Population_Estimate_2018,13724
12045, FL,Gulf County,2010_Census_Population,15863
12045, FL,Gulf County,Population_Estimate_2011,15758
12045, FL,Gulf County,Population_Estimate_2012,15767
12045, FL,Gulf County,Population_Estimate_2013,15881
12045, FL,Gulf County,Population_Estimate_2014,16000
12045, FL,Gulf County,Population_Estimate_2015,15928
12045, FL,Gulf County,Population_Estimate_2016,16061
12045, FL,Gulf County,Population_Estimate_2017,16122
12045, FL,Gulf County,Population_Estimate_2018,16164
12047, FL,Hamilton County,2010_Census_Population,14799
12047, FL,Hamilton County,Population_Estimate_2011,14592
12047, FL,Hamilton County,Population_Estimate_2012,14720
12047, FL,Hamilton County,Population_Estimate_2013,14339
12047, FL,Hamilton County,Population_Estimate_2014,14070
12047, FL,Hamilton County,Population_Estimate_2015,14267
12047, FL,Hamilton County,Population_Estimate_2016,14309
12047, FL,Hamilton County,Population_Estimate_2017,14389
12047, FL,Hamilton County,Population_Estimate_2018,14310
12049, FL,Hardee County,2010_Census_Population,27731
12049, FL,Hardee County,Population_Estimate_2011,27682
12049, FL,Hardee County,Population_Estimate_2012,27444
12049, FL,Hardee County,Population_Estimate_2013,27319
12049, FL,Hardee County,Population_Estimate_2014,27281
12049, FL,Hardee County,Population_Estimate_2015,27185
12049, FL,Hardee County,Population_Estimate_2016,27229
12049, FL,Hardee County,Population_Estimate_2017,27202
12049, FL,Hardee County,Population_Estimate_2018,27245
12051, FL,Hendry County,2010_Census_Population,39140
12051, FL,Hendry County,Population_Estimate_2011,38977
12051, FL,Hendry County,Population_Estimate_2012,37887
12051, FL,Hendry County,Population_Estimate_2013,37831
12051, FL,Hendry County,Population_Estimate_2014,38508
12051, FL,Hendry County,Population_Estimate_2015,39325
12051, FL,Hendry County,Population_Estimate_2016,40103
12051, FL,Hendry County,Population_Estimate_2017,41144
12051, FL,Hendry County,Population_Estimate_2018,41556
12053, FL,Hernando County,2010_Census_Population,172778
12053, FL,Hernando County,Population_Estimate_2011,172830
12053, FL,Hernando County,Population_Estimate_2012,172719
12053, FL,Hernando County,Population_Estimate_2013,173655
12053, FL,Hernando County,Population_Estimate_2014,175322
12053, FL,Hernando County,Population_Estimate_2015,177949
12053, FL,Hernando County,Population_Estimate_2016,182558
12053, FL,Hernando County,Population_Estimate_2017,186784
12053, FL,Hernando County,Population_Estimate_2018,190865
12055, FL,Highlands County,2010_Census_Population,98786
12055, FL,Highlands County,Population_Estimate_2011,98477
12055, FL,Highlands County,Population_Estimate_2012,98222
12055, FL,Highlands County,Population_Estimate_2013,98088
12055, FL,Highlands County,Population_Estimate_2014,98606
12055, FL,Highlands County,Population_Estimate_2015,100222
12055, FL,Highlands County,Population_Estimate_2016,102191
12055, FL,Highlands County,Population_Estimate_2017,104060
12055, FL,Highlands County,Population_Estimate_2018,105424
12057, FL,Hillsborough County,2010_Census_Population,1229226
12057, FL,Hillsborough County,Population_Estimate_2011,1271110
12057, FL,Hillsborough County,Population_Estimate_2012,1281712
12057, FL,Hillsborough County,Population_Estimate_2013,1293824
12057, FL,Hillsborough County,Population_Estimate_2014,1317571
12057, FL,Hillsborough County,Population_Estimate_2015,1348848
12057, FL,Hillsborough County,Population_Estimate_2016,1380991
12057, FL,Hillsborough County,Population_Estimate_2017,1410115
12057, FL,Hillsborough County,Population_Estimate_2018,1436888
12059, FL,Holmes County,2010_Census_Population,19927
12059, FL,Holmes County,Population_Estimate_2011,19838
12059, FL,Holmes County,Population_Estimate_2012,19696
12059, FL,Holmes County,Population_Estimate_2013,19595
12059, FL,Holmes County,Population_Estimate_2014,19566
12059, FL,Holmes County,Population_Estimate_2015,19270
12059, FL,Holmes County,Population_Estimate_2016,19389
12059, FL,Holmes County,Population_Estimate_2017,19448
12059, FL,Holmes County,Population_Estimate_2018,19477
12061, FL,Indian River County,2010_Census_Population,138028
12061, FL,Indian River County,Population_Estimate_2011,139100
12061, FL,Indian River County,Population_Estimate_2012,140485
12061, FL,Indian River County,Population_Estimate_2013,141913
12061, FL,Indian River County,Population_Estimate_2014,144469
12061, FL,Indian River County,Population_Estimate_2015,147478
12061, FL,Indian River County,Population_Estimate_2016,151248
12061, FL,Indian River County,Population_Estimate_2017,154314
12061, FL,Indian River County,Population_Estimate_2018,157413
12063, FL,Jackson County,2010_Census_Population,49746
12063, FL,Jackson County,Population_Estimate_2011,49188
12063, FL,Jackson County,Population_Estimate_2012,49106
12063, FL,Jackson County,Population_Estimate_2013,48878
12063, FL,Jackson County,Population_Estimate_2014,48733
12063, FL,Jackson County,Population_Estimate_2015,48625
12063, FL,Jackson County,Population_Estimate_2016,48337
12063, FL,Jackson County,Population_Estimate_2017,48360
12063, FL,Jackson County,Population_Estimate_2018,48305
12065, FL,Jefferson County,2010_Census_Population,14761
12065, FL,Jefferson County,Population_Estimate_2011,14526
12065, FL,Jefferson County,Population_Estimate_2012,14216
12065, FL,Jefferson County,Population_Estimate_2013,14207
12065, FL,Jefferson County,Population_Estimate_2014,14052
12065, FL,Jefferson County,Population_Estimate_2015,14101
12065, FL,Jefferson County,Population_Estimate_2016,13938
12065, FL,Jefferson County,Population_Estimate_2017,14147
12065, FL,Jefferson County,Population_Estimate_2018,14288
12067, FL,Lafayette County,2010_Census_Population,8870
12067, FL,Lafayette County,Population_Estimate_2011,8801
12067, FL,Lafayette County,Population_Estimate_2012,8796
12067, FL,Lafayette County,Population_Estimate_2013,8822
12067, FL,Lafayette County,Population_Estimate_2014,8869
12067, FL,Lafayette County,Population_Estimate_2015,8734
12067, FL,Lafayette County,Population_Estimate_2016,8763
12067, FL,Lafayette County,Population_Estimate_2017,8623
12067, FL,Lafayette County,Population_Estimate_2018,8732
12069, FL,Lake County,2010_Census_Population,297052
12069, FL,Lake County,Population_Estimate_2011,300488
12069, FL,Lake County,Population_Estimate_2012,303738
12069, FL,Lake County,Population_Estimate_2013,308002
12069, FL,Lake County,Population_Estimate_2014,315388
12069, FL,Lake County,Population_Estimate_2015,325091
12069, FL,Lake County,Population_Estimate_2016,334748
12069, FL,Lake County,Population_Estimate_2017,345087
12069, FL,Lake County,Population_Estimate_2018,356495
12071, FL,Lee County,2010_Census_Population,618754
12071, FL,Lee County,Population_Estimate_2011,631031
12071, FL,Lee County,Population_Estimate_2012,644243
12071, FL,Lee County,Population_Estimate_2013,659920
12071, FL,Lee County,Population_Estimate_2014,677361
12071, FL,Lee County,Population_Estimate_2015,699530
12071, FL,Lee County,Population_Estimate_2016,722386
12071, FL,Lee County,Population_Estimate_2017,739506
12071, FL,Lee County,Population_Estimate_2018,754610
12073, FL,Leon County,2010_Census_Population,275487
12073, FL,Leon County,Population_Estimate_2011,278334
12073, FL,Leon County,Population_Estimate_2012,283609
12073, FL,Leon County,Population_Estimate_2013,281893
12073, FL,Leon County,Population_Estimate_2014,283785
12073, FL,Leon County,Population_Estimate_2015,285997
12073, FL,Leon County,Population_Estimate_2016,286977
12073, FL,Leon County,Population_Estimate_2017,291247
12073, FL,Leon County,Population_Estimate_2018,292502
12075, FL,Levy County,2010_Census_Population,40801
12075, FL,Levy County,Population_Estimate_2011,40151
12075, FL,Levy County,Population_Estimate_2012,39826
12075, FL,Levy County,Population_Estimate_2013,39437
12075, FL,Levy County,Population_Estimate_2014,39302
12075, FL,Levy County,Population_Estimate_2015,39599
12075, FL,Levy County,Population_Estimate_2016,39829
12075, FL,Levy County,Population_Estimate_2017,40306
12075, FL,Levy County,Population_Estimate_2018,40770
12077, FL,Liberty County,2010_Census_Population,8365
12077, FL,Liberty County,Population_Estimate_2011,8261
12077, FL,Liberty County,Population_Estimate_2012,8298
12077, FL,Liberty County,Population_Estimate_2013,8358
12077, FL,Liberty County,Population_Estimate_2014,8414
12077, FL,Liberty County,Population_Estimate_2015,8408
12077, FL,Liberty County,Population_Estimate_2016,8302
12077, FL,Liberty County,Population_Estimate_2017,8242
12077, FL,Liberty County,Population_Estimate_2018,8457
12079, FL,Madison County,2010_Census_Population,19224
12079, FL,Madison County,Population_Estimate_2011,19131
12079, FL,Madison County,Population_Estimate_2012,18975
12079, FL,Madison County,Population_Estimate_2013,18761
12079, FL,Madison County,Population_Estimate_2014,18602
12079, FL,Madison County,Population_Estimate_2015,18474
12079, FL,Madison County,Population_Estimate_2016,18299
12079, FL,Madison County,Population_Estimate_2017,18465
12079, FL,Madison County,Population_Estimate_2018,18529
12081, FL,Manatee County,2010_Census_Population,322833
12081, FL,Manatee County,Population_Estimate_2011,327549
12081, FL,Manatee County,Population_Estimate_2012,333886
12081, FL,Manatee County,Population_Estimate_2013,341933
12081, FL,Manatee County,Population_Estimate_2014,350972
12081, FL,Manatee County,Population_Estimate_2015,362587
12081, FL,Manatee County,Population_Estimate_2016,375402
12081, FL,Manatee County,Population_Estimate_2017,385450
12081, FL,Manatee County,Population_Estimate_2018,394855
12083, FL,Marion County,2010_Census_Population,331298
12083, FL,Marion County,Population_Estimate_2011,332275
